y,treatment,W1,W2,instruments
3,4.89E-10,26.93185043,0.836,75.63513537
6,5.44E-10,27.83745129,0.836,31.50826126
6,5.78E-10,27.8733565,0.836,50.11357468
2,5.71E-10,27.99118382,0.836,38.03150313
4,7.07E-10,27.05683693,0.836,107.6866784
7,7.87E-10,27.20906707,0.836,39.35190329
3,6.05E-10,27.24877253,0.836,15.44646215
3,5.14E-10,26.74569463,0.836,44.16849053
5,5.24E-10,27.05991987,0.836,39.21429048
9,5.65E-10,27.19524536,0.836,30.63605505
12,6.90E-10,26.40412183,0.836,129.1259179
8,7.71E-10,26.68210674,0.836,56.46055454
6,7.17E-10,27.44126144,0.836,29.22142577
4,6.03E-10,26.98613644,0.836,30.907571
11,5.71E-10,26.96394056,0.836,26.04671543
6,6.01E-10,27.01784915,0.836,9.585955574
9,5.47E-10,26.21019793,0.836,34.63669809
9,4.76E-10,26.699715,0.836,48.96906302
7,4.80E-10,27.27792993,0.836,21.9669933
8,4.85E-10,27.13584732,0.836,62.53232189
8,4.92E-10,27.38827427,0.836,20.69197706
4,5.10E-10,28.22822136,0.836,5.23
1,4.97E-10,28.08593567,0.836,8.981178382
2,4.67E-10,27.40289077,0.836,5.41
0,NA,19.83169937,1.658,75.6805954
1,8.78E-10,19.38975143,1.658,45.45654678
0,9.72E-10,18.59558487,1.658,93.08853149
0,9.70E-10,19.0698967,1.658,42.18602753
0,8.25E-10,19.96677399,1.658,32.22770691
0,7.82E-10,19.89424706,1.658,27.47440338
0,8.61E-10,18.96682549,1.658,55.09447479
0,1.04E-09,19.48551178,1.658,35.10389328
0,1.25E-09,19.96088409,1.658,33.79914474
0,1.48E-09,19.82239532,1.658,37.59641647
0,1.47E-09,18.98682022,1.658,78.96178436
1,1.17E-09,18.30975723,1.658,76.23530579
0,1.18E-09,18.2838726,1.658,92.57354736
0,1.44E-09,18.92215347,1.658,89.17980194
0,1.36E-09,19.33469391,1.658,143.1979523
0,9.60E-10,19.82516289,1.658,58.13545609
0,8.40E-10,19.56534195,1.658,27.05285263
0,8.22E-10,18.44613075,1.658,95.39051056
0,7.38E-10,19.309412,1.658,19.66062355
0,7.19E-10,19.13779831,1.658,22.7648735
0,7.26E-10,19.58215141,1.658,52.22601318
0,7.19E-10,19.44513321,1.658,19.5945015
0,6.30E-10,18.12278748,1.658,76.27788544
0,5.93E-10,18.50079155,1.658,15.78867817
1,5.89E-10,18.08351707,1.658,18.25876236
1,5.82E-10,18.19535446,1.658,22.12776375
0,5.75E-10,18.44565582,1.658,8.088561058
0,5.48E-10,18.27228546,1.658,6.563840389
0,5.80E-10,19.05357933,1.658,11.96528816
0,5.99E-10,19.03654099,1.658,9.041649818
0,5.71E-10,19.44177055,1.658,15.33604336
0,6.05E-10,18.88564873,1.658,18.56241989
0,6.59E-10,19.80364418,1.658,30.41275597
1,6.26E-10,19.30097961,1.658,16.85138512
0,5.77E-10,20.17141151,1.658,3.825780392
0,5.91E-10,20.02581596,1.658,3.229249477
1,7.15E-10,19.50222588,1.658,61.90729904
0,7.09E-10,19.97555351,1.658,6.054052353
0,5.65E-10,19.72849655,1.658,8.270829201
0,5.99E-10,20.22915459,1.658,10.50422764
1,7.03E-10,19.26622581,1.658,77.24026489
0,7.52E-10,18.83668137,1.658,88.27710724
0,7.36E-10,19.21108437,1.658,58.63830185
0,6.17E-10,17.79469299,1.658,53.74779129
0,6.53E-10,19.28046036,1.658,12.51705742
1,7.88E-10,19.32589531,1.658,55.84745407
0,7.61E-10,20.41353416,1.658,16.33750343
1,7.61E-10,20.46494293,1.658,22.68284416
1,7.83E-10,20.00193405,1.658,66.35055542
0,7.81E-10,20.35458183,1.658,48.9247818
0,8.60E-10,19.58150673,1.658,90.60704041
0,8.88E-10,18.97965622,1.658,48.92449188
1,9.23E-10,19.99733543,1.658,5.090434551
1,1.02E-09,21.02742004,1.658,2.360972404
0,9.83E-10,21.4857254,1.658,10.4285202
0,1.11E-09,20.94017982,1.658,16.82931328
0,1.18E-09,22.76186943,1.658,60.60176849
1,1.16E-09,21.84291649,1.658,25.36002541
1,1.64E-09,22.18030548,1.658,17.49936104
0,1.78E-09,20.75428391,1.658,46.60348892
0,1.51E-09,21.31166077,1.658,25.22502708
0,1.31E-09,21.19203758,1.658,61.0212059
1,1.13E-09,21.26057434,1.658,13.29431534
1,1.53E-09,21.25671768,1.658,57.80241776
0,1.68E-09,20.68225861,1.658,48.45485687
0,1.17E-09,19.92329025,1.658,80.23158264
1,8.54E-10,18.64999199,1.658,116.8984528
0,7.94E-10,19.7570343,1.658,24.80972862
0,7.56E-10,19.49559021,1.658,77.94211578
1,7.75E-10,19.01590729,1.658,50.31468582
2,7.23E-10,19.28049088,1.658,37.25762939
0,7.13E-10,19.57705498,1.658,74.77054596
2,7.02E-10,18.33954239,1.658,69.39374542
0,6.24E-10,18.49847794,1.658,66.9072876
1,5.99E-10,17.75772476,1.658,13.74805355
0,6.13E-10,18.72933006,1.658,17.58082199
0,6.74E-10,18.19982338,1.658,49.21114731
0,6.74E-10,18.21399307,1.658,21.64625359
1,7.04E-10,17.79925919,1.658,92.78836823
1,7.40E-10,17.96504211,1.658,33.92494583
1,6.70E-10,18.08373451,1.658,8.073111534
1,6.63E-10,17.99473572,1.658,27.78192329
1,7.45E-10,17.53270912,1.658,23.72016907
2,8.66E-10,17.822752,1.658,9.392023087
1,1.17E-09,17.82201195,1.658,77.68903351
1,1.63E-09,18.37230492,1.658,14.48025036
0,1.33E-09,17.94239807,1.658,18.08090973
0,1.13E-09,18.03480148,1.658,14.10578346
0,1.62E-09,18.1091156,1.658,14.63359642
1,1.44E-09,17.84631729,1.658,45.60331726
1,9.44E-10,17.89395523,1.658,43.48378754
0,7.92E-10,18.26590729,1.658,52.86882401
1,7.95E-10,18.40662003,1.658,8.647043228
0,7.64E-10,17.7145462,1.658,36.42630005
0,6.63E-10,17.16562653,1.658,89.51270294
1,7.12E-10,17.80149841,1.658,52.69427872
0,7.37E-10,17.41343307,1.658,103.5853806
0,6.25E-10,16.78275681,1.658,72.6157074
0,6.70E-10,17.32156181,1.658,45.19500732
0,7.42E-10,17.72735977,1.658,71.82189178
1,7.51E-10,17.93638229,1.658,21.64551926
0,7.09E-10,17.14172745,1.658,94.69748688
0,7.16E-10,17.20074272,1.658,23.1426506
1,7.36E-10,17.98832703,1.658,19.37517357
1,7.46E-10,17.59861374,1.658,76.11318207
1,7.68E-10,18.20654678,1.658,13.14331436
0,8.17E-10,18.58534241,1.658,13.73149967
1,9.21E-10,18.03896904,1.658,12.65812588
1,9.67E-10,18.44473076,1.658,14.63787174
1,1.02E-09,17.94857216,1.658,45.73132706
0,1.13E-09,17.76568985,1.658,63.68422699
0,1.30E-09,17.79136276,1.658,65.98822784
2,1.07E-09,17.58462334,1.658,88.67732239
1,8.40E-10,16.97037506,1.658,58.15366364
0,1.08E-09,17.89730263,1.658,64.96193695
1,1.07E-09,17.94076347,1.658,85.79930115
0,9.30E-10,19.26736832,1.658,84.64720917
0,9.76E-10,18.76666641,1.658,145.5904236
1,9.34E-10,17.66555595,1.658,133.8429108
0,8.02E-10,17.09152985,1.658,85.76103973
0,8.16E-10,18.30358315,1.658,56.8939743
1,7.67E-10,18.38552284,1.658,95.62004852
4,7.27E-10,18.61574364,1.658,185.3707428
1,7.96E-10,17.53455734,1.658,60.96271896
1,7.63E-10,17.88240051,1.658,27.89632225
2,7.00E-10,17.83451843,1.658,58.4367218
0,6.73E-10,18.58767128,1.658,9.80971241
2,5.94E-10,17.93161774,1.658,14.14017677
1,5.94E-10,18.05365372,1.658,17.12984276
1,6.57E-10,18.21110535,1.658,10.43302631
2,6.02E-10,17.66280937,1.658,7.074502468
0,5.81E-10,17.51943016,1.658,19.0983696
0,5.86E-10,17.48702049,1.658,4.387526989
0,5.87E-10,17.54610634,1.658,38.25587082
1,6.62E-10,18.26133347,1.658,16.49862099
0,6.42E-10,17.57391739,1.658,5.579232216
1,6.47E-10,18.29533958,1.658,27.12495041
0,7.02E-10,17.83827209,1.658,39.53717041
0,7.45E-10,17.92288971,1.658,11.019557
2,8.01E-10,18.05854034,1.658,66.24020386
2,7.71E-10,17.66316223,1.658,10.99334812
1,7.72E-10,18.38278008,1.658,20.18811417
2,7.96E-10,18.52358437,1.658,23.38110733
0,7.72E-10,18.14069366,1.658,98.47306061
4,6.80E-10,17.57816315,1.658,82.0487442
1,5.51E-10,15.92420197,1.658,38.60799408
1,6.30E-10,17.51903343,1.658,28.05964661
2,8.72E-10,17.90324974,1.658,82.60713196
1,9.54E-10,17.64951706,1.658,137.0799408
2,8.55E-10,17.29139709,1.658,96.74344635
0,7.74E-10,17.18018723,1.658,78.64322662
3,7.89E-10,17.50059509,1.658,61.83708572
2,8.38E-10,17.57760048,1.658,129.0307465
5,8.80E-10,17.9478569,1.658,113.5701828
0,8.18E-10,18.23484421,1.658,31.2233963
2,7.01E-10,18.6315155,1.658,12.93198681
2,7.77E-10,17.85583878,1.658,71.9756546
2,8.99E-10,18.41472435,1.658,43.10509109
0,8.67E-10,17.68964005,1.658,45.33111191
1,8.82E-10,17.85751724,1.658,51.01065063
2,9.37E-10,18.75609398,1.658,27.02158546
1,8.76E-10,18.42540932,1.658,77.69050598
2,9.58E-10,17.7187748,1.658,50.41400528
3,1.26E-09,17.93063164,1.658,26.25812149
0,1.25E-09,18.39411545,1.658,26.76666832
2,1.11E-09,18.55984879,1.658,61.15068817
3,9.86E-10,18.94254684,1.658,25.8698597
2,8.73E-10,18.13557053,1.658,110.2154312
0,8.65E-10,18.25984764,1.658,50.07815933
2,8.16E-10,18.43324852,1.658,33.81974411
0,8.51E-10,16.79707909,1.658,113.0478439
1,9.82E-10,17.40068054,1.658,118.5316925
1,9.41E-10,18.30619049,1.658,48.08112717
2,7.85E-10,18.14513206,1.658,78.92867279
2,7.78E-10,18.4084816,1.658,52.64609146
3,7.13E-10,18.18333435,1.658,29.01861954
3,6.50E-10,18.02734756,1.658,22.10017586
1,5.92E-10,17.85606384,1.658,7.138967514
1,5.73E-10,18.44744301,1.658,11.36956215
3,5.94E-10,17.76886368,1.658,24.27267265
0,6.19E-10,18.04700851,1.658,7.105367184
2,6.15E-10,17.02462196,1.658,9.833621979
0,5.74E-10,17.58021545,1.658,13.59282207
2,6.00E-10,17.89437294,1.658,22.24216461
3,5.94E-10,17.83961487,1.658,16.17050171
1,5.98E-10,18.25089645,1.658,11.32781124
1,6.84E-10,18.06438255,1.658,41.21344376
0,6.77E-10,18.07276535,1.658,22.0562191
0,6.39E-10,17.98114395,1.658,22.2099781
0,7.23E-10,18.09354401,1.658,45.10727692
2,8.03E-10,17.42626381,1.658,4.861634254
1,7.35E-10,17.66878319,1.658,3.866404295
2,7.92E-10,17.82468033,1.658,4.286484241
1,8.70E-10,18.59618568,1.658,10.49574471
3,7.40E-10,18.29192924,1.658,15.87806416
1,6.82E-10,18.43766785,1.658,14.82004738
4,7.41E-10,18.18414116,1.658,50.3221817
3,7.65E-10,17.18499565,1.658,31.54351425
3,8.53E-10,18.20970154,1.658,42.31863785
0,9.49E-10,18.29766655,1.658,57.24648666
5,8.20E-10,18.89074516,1.658,22.99275398
4,7.83E-10,18.20241737,1.658,60.58126068
2,8.62E-10,18.48756027,1.658,85.17433167
2,8.64E-10,18.3155632,1.658,73.92082214
3,7.37E-10,17.66274452,1.658,13.94834518
2,6.62E-10,18.33205605,1.658,49.06492996
8,7.63E-10,18.12187767,1.658,38.18423462
1,8.02E-10,18.51347923,1.658,15.97903824
2,7.77E-10,18.62413979,1.658,3.287713766
1,7.84E-10,18.2043705,1.658,4.585795879
1,1.00E-09,18.78010559,1.658,93.7484436
3,1.21E-09,19.55731583,1.658,14.59943199
3,1.17E-09,19.43349648,1.658,16.87566185
3,1.39E-09,18.14440727,1.658,33.76567078
1,1.73E-09,17.71857834,1.658,58.85312271
0,1.45E-09,19.13899803,1.658,52.46879196
2,1.14E-09,19.71998596,1.658,88.71999359
2,1.17E-09,19.73874664,1.658,61.2985611
2,1.14E-09,19.397686,1.658,78.20696259
5,1.13E-09,18.16938019,1.658,232.9847107
1,1.15E-09,19.34147263,1.658,29.88158607
1,1.28E-09,19.87760162,1.658,35.51698303
0,1.66E-09,20.14147377,1.658,56.71593857
2,1.35E-09,18.89423752,1.658,87.14193726
2,8.42E-10,18.45689964,1.658,75.61144257
1,8.65E-10,18.14445496,1.658,138.9162292
1,8.24E-10,18.23382378,1.658,48.15579987
1,7.81E-10,18.84870148,1.658,65.70903015
1,7.29E-10,18.25699234,1.658,58.73173141
0,6.96E-10,18.37950706,1.658,71.52467346
0,6.23E-10,17.56803513,1.658,15.07781601
3,5.55E-10,17.69662857,1.658,14.83154297
2,5.85E-10,18.44941711,1.658,39.22174454
1,6.38E-10,18.34322548,1.658,8.225031853
2,6.78E-10,17.99261856,1.658,34.51644516
2,6.17E-10,17.45952415,1.658,7.776076317
0,5.65E-10,17.85439491,1.658,29.22130394
1,5.88E-10,17.63970375,1.658,8.321040154
7,6.03E-10,17.91141129,1.658,13.53691006
3,5.89E-10,18.23288345,1.658,33.08258057
2,6.13E-10,18.15995407,1.658,93.22408295
2,6.56E-10,18.2026577,1.658,13.66105747
2,6.35E-10,17.57427406,1.658,12.09808064
1,6.71E-10,18.17118835,1.658,23.46562004
2,7.38E-10,18.08874321,1.658,62.06809616
1,6.99E-10,18.64465141,1.658,6.886165619
4,6.65E-10,18.79760551,1.658,10.15824604
3,6.80E-10,18.39500046,1.658,42.18786621
6,7.27E-10,18.55200958,1.658,29.54684639
5,7.89E-10,18.35364151,1.658,45.89777756
3,7.65E-10,18.50195122,1.658,22.91890907
3,7.67E-10,17.84838676,1.658,42.4497757
1,7.37E-10,17.21723557,1.658,68.00622559
2,6.99E-10,18.58176804,1.658,40.6999321
2,8.13E-10,17.9125042,1.658,112.072319
2,7.86E-10,17.57933998,1.658,50.47580338
3,8.06E-10,17.84639931,1.658,76.2250061
3,8.72E-10,18.27327919,1.658,63.44972229
3,7.75E-10,18.29163361,1.658,45.7151413
6,7.17E-10,17.82488823,1.658,34.34392548
0,7.43E-10,19.41835976,1.658,34.04449844
5,8.97E-10,18.27065086,1.658,81.98326874
7,1.06E-09,18.69840622,1.658,10.96511555
5,1.05E-09,18.79157639,1.658,30.08721161
1,1.21E-09,18.5193634,1.658,8.06317997
3,1.45E-09,18.52635765,1.658,54.22084045
1,1.40E-09,19.54684258,1.658,40.65983582
3,1.65E-09,18.74464989,1.658,31.58213806
7,1.82E-09,18.42629814,1.658,111.3042526
5,1.93E-09,17.62700462,1.658,70.36890411
5,2.17E-09,18.25812912,1.658,92.33223724
5,2.01E-09,19.61018372,1.658,69.36836243
3,1.52E-09,19.23194885,1.658,132.9221802
3,1.48E-09,19.08345032,1.658,51.00881195
5,1.39E-09,19.80961227,1.658,25.9360714
3,1.04E-09,19.11293983,1.658,80.22717285
0,9.25E-10,18.76337814,1.658,63.96912003
4,8.33E-10,18.98579979,1.658,40.20407486
1,9.67E-10,18.45133591,1.658,99.75537109
2,8.98E-10,18.73793602,1.658,87.51971436
3,7.88E-10,18.77357101,1.658,95.28971863
4,8.06E-10,19.03195572,1.658,59.51266861
6,7.20E-10,19.00671196,1.658,17.69742966
3,6.07E-10,18.60105133,1.658,7.602637291
4,5.30E-10,17.35741997,1.658,7.236124992
4,5.42E-10,18.10027885,1.658,36.12650299
2,5.84E-10,18.08840752,1.658,18.69466019
4,5.53E-10,18.14720154,1.658,28.86026192
6,5.05E-10,17.64820862,1.658,7.459729195
3,4.89E-10,18.27859879,1.658,6.459740162
6,4.98E-10,18.14463425,1.658,38.73701477
2,5.32E-10,17.74799347,1.658,4.860070705
6,5.55E-10,18.13298035,1.658,8.114862442
4,6.79E-10,18.13162041,1.658,11.74237347
2,7.81E-10,17.91145897,1.658,10.34969711
7,6.99E-10,18.52082825,1.658,9.917675018
0,6.34E-10,18.62171173,1.658,8.10585022
4,6.68E-10,18.4015789,1.658,40.53660965
3,7.51E-10,18.89797783,1.658,14.76312351
2,7.59E-10,18.55908966,1.658,4.974562645
2,7.63E-10,18.13935089,1.658,80.58766174
3,7.54E-10,18.51429367,1.658,13.83504868
2,8.14E-10,18.26906776,1.658,56.41503906
0,8.16E-10,17.94449615,1.658,63.95955658
6,8.30E-10,18.60404968,1.658,108.9551926
4,8.15E-10,17.65419579,1.658,99.24038696
3,7.24E-10,17.87993813,1.658,57.47443771
2,7.27E-10,18.80949974,1.658,71.70124054
1,7.45E-10,18.52820969,1.658,15.59077644
0,8.18E-10,17.52007103,1.658,48.59537506
6,8.56E-10,17.82752228,1.658,51.2766037
2,7.96E-10,18.80213928,1.658,17.98250961
2,7.12E-10,18.61550331,1.658,14.27480793
9,6.60E-10,17.27007103,1.658,4.044924259
5,7.50E-10,19.16387367,1.658,52.9392662
2,9.16E-10,18.11481476,1.658,103.5618362
1,1.02E-09,18.63194847,1.658,34.75977325
0,9.30E-10,18.90739059,1.658,32.29465485
1,9.73E-10,18.55372238,1.658,56.17152786
3,1.05E-09,19.42179489,1.658,21.57875443
2,1.01E-09,19.14554214,1.658,31.76477242
2,1.04E-09,19.68495178,1.658,34.12652588
2,9.19E-10,20.45457458,1.658,18.80538177
1,1.20E-09,18.2452507,1.658,99.77008057
3,1.61E-09,18.51312637,1.658,91.74442291
2,1.39E-09,18.79727554,1.658,145.2093353
4,1.15E-09,19.20887375,1.658,49.58782196
4,1.07E-09,18.85761642,1.658,85.23134613
4,8.77E-10,18.98462677,1.658,39.56144714
0,7.50E-10,19.20771027,1.658,33.87970352
5,8.34E-10,19.27593422,1.658,56.30762863
5,8.57E-10,19.07945251,1.658,19.89595222
4,6.64E-10,18.92218399,1.658,22.95321083
3,6.44E-10,18.64753342,1.658,27.2956295
3,6.11E-10,18.92498589,1.658,7.740027428
5,5.69E-10,18.17059135,1.658,13.76460648
2,5.15E-10,18.21598434,1.658,9.788560867
3,4.06E-10,18.16961098,1.658,12.09771252
1,4.13E-10,18.45115662,1.658,8.273036003
3,5.41E-10,18.62707901,1.658,9.479938507
2,6.01E-10,18.78025055,1.658,6.88257885
2,5.69E-10,17.90650177,1.658,16.90113449
4,5.20E-10,18.3003273,1.658,6.125828266
3,4.78E-10,19.35604286,1.658,7.373469353
5,5.38E-10,19.07476234,1.658,8.345042229
5,6.30E-10,19.48717308,1.658,12.78540039
3,7.20E-10,19.44716835,1.658,18.25489998
4,6.53E-10,19.16061783,1.658,4.264252663
2,6.12E-10,19.86661911,1.658,14.55602646
2,7.65E-10,19.46118546,1.658,19.05818367
3,7.56E-10,19.56516266,1.658,2.366926908
2,7.36E-10,19.65590858,1.658,16.27490616
0,7.96E-10,20.97267723,1.658,7.161221981
0,7.67E-10,19.41581345,1.658,43.44166946
2,8.71E-10,19.78944397,1.658,28.59536743
4,1.05E-09,19.01966476,1.658,13.65296459
1,9.18E-10,18.08047295,1.658,56.7358017
3,7.58E-10,19.18678284,1.658,23.06889725
3,7.72E-10,18.5032196,1.658,44.73373032
1,8.10E-10,19.15370178,1.658,63.39896011
1,8.14E-10,19.23599052,1.658,33.08864975
5,7.66E-10,19.71479416,1.658,4.548436165
3,7.82E-10,19.77831459,1.658,13.6018343
5,6.56E-10,19.95323753,1.658,3.910017014
1,5.42E-10,20.94236755,1.658,8.310418129
3,7.38E-10,20.41143608,1.658,46.51851654
5,9.70E-10,20.76641655,1.658,17.64227486
4,1.11E-09,21.23561668,1.658,14.76744556
5,1.17E-09,20.77621841,1.658,7.131058693
2,1.38E-09,20.96752739,1.658,36.0775795
1,1.29E-09,21.61798859,1.658,25.94526863
2,9.96E-10,21.95296669,1.658,45.80452728
5,1.12E-09,20.89956474,1.658,93.56304932
2,1.20E-09,21.6246109,1.658,42.92834091
2,1.59E-09,20.43307877,1.658,57.0348587
3,2.04E-09,20.65631866,1.658,88.01446533
0,1.73E-09,21.992836,1.658,7.05105257
3,1.62E-09,20.42560577,1.658,162.2111664
9,1.46E-09,19.53798866,1.658,70.30490112
3,1.06E-09,19.2279129,1.658,116.515892
5,8.78E-10,20.01071548,1.658,39.02954483
4,7.75E-10,19.51879311,1.658,139.1295776
3,8.07E-10,19.01192284,1.658,142.7947998
1,7.65E-10,18.79441833,1.658,40.19561386
6,6.69E-10,19.92288589,1.658,31.95770836
2,5.78E-10,19.73141861,1.658,36.75074005
5,6.17E-10,19.12603188,1.658,61.44404602
3,6.32E-10,18.88175964,1.658,13.30277538
2,5.59E-10,18.1643486,1.658,8.009566307
3,5.41E-10,17.8074379,1.658,8.986289024
2,5.38E-10,18.67899323,1.658,22.46967697
1,5.19E-10,18.8493557,1.658,8.873728752
2,5.36E-10,18.41843796,1.658,24.51765823
5,5.43E-10,18.40339279,1.658,8.085986137
1,5.64E-10,18.48480988,1.658,19.19345856
4,6.01E-10,19.29410172,1.658,7.774972916
4,5.70E-10,19.26713562,1.658,8.021337509
3,5.46E-10,18.76106262,1.658,9.174166679
2,5.94E-10,18.88663864,1.658,8.60740757
0,6.51E-10,18.99773979,1.658,9.064364433
4,6.94E-10,19.39669609,1.658,9.997313499
6,7.35E-10,18.82619667,1.658,21.0691967
6,7.24E-10,18.91684723,1.658,10.11447239
3,7.90E-10,19.16161537,1.658,35.89513016
1,8.66E-10,19.15115166,1.658,43.2461586
1,7.95E-10,19.1451931,1.658,33.41400909
2,7.94E-10,19.26224899,1.658,26.34383011
2,8.17E-10,18.45965004,1.658,134.4035034
5,7.99E-10,18.42689133,1.658,77.27778625
5,8.25E-10,18.99490738,1.658,64.57533264
1,7.23E-10,17.76688004,1.658,73.52244568
6,6.29E-10,18.29408264,1.658,25.40784645
4,7.95E-10,18.19634819,1.658,58.8016243
10,8.61E-10,18.267416,1.658,73.02401733
2,8.37E-10,18.67783356,1.658,26.98369789
1,7.73E-10,18.04782486,1.658,29.53544426
4,7.23E-10,18.6635952,1.658,59.18675995
9,7.70E-10,18.71471558,1.658,33.30852985
2,8.36E-10,18.13479004,1.658,50.73476303
2,8.70E-10,17.65395508,1.658,42.82093048
3,8.26E-10,17.92232666,1.658,29.87404587
4,8.13E-10,19.63262329,1.658,25.59618233
1,8.18E-10,19.57021484,1.658,6.72
3,8.57E-10,18.93636475,1.658,33.43138928
2,1.08E-09,18.50505981,1.658,56.67069443
2,1.21E-09,18.87206421,1.658,59.9088382
3,9.75E-10,19.00075684,1.658,92.84648895
6,9.60E-10,18.36864624,1.658,65.62295426
2,1.34E-09,18.13567505,1.658,112.5549316
6,1.22E-09,18.48165283,1.658,112.7149489
5,9.52E-10,19.56850586,1.658,30.9235096
3,1.00E-09,18.39980469,1.658,100.5440332
5,9.28E-10,18.58544312,1.658,69.78697311
2,8.43E-10,19.21691284,1.658,75.53677093
5,7.85E-10,18.69362793,1.658,171.7405893
3,7.92E-10,18.25606689,1.658,150.7402707
5,7.56E-10,18.70140991,1.658,49.35644623
2,6.39E-10,18.69606934,1.658,18.45877888
3,6.24E-10,18.40169678,1.658,16.18392826
7,6.57E-10,18.81063232,1.658,61.87368874
4,6.81E-10,18.32503662,1.658,64.90529068
6,7.01E-10,17.9371582,1.658,69.04024612
2,6.68E-10,18.062677,1.658,54.26866058
9,6.10E-10,17.6730896,1.658,7.44
4,6.02E-10,18.10714111,1.658,34.61061241
2,6.23E-10,18.02333984,1.658,62.92149536
2,6.20E-10,18.27324829,1.658,11.73078655
6,7.33E-10,18.28157959,1.658,10.08706747
3,8.24E-10,18.55236206,1.658,20.2780521
4,7.69E-10,18.92919312,1.658,21.49674771
5,7.50E-10,18.33699951,1.658,15.92478035
3,7.93E-10,18.30050049,1.658,16.96789982
4,9.10E-10,18.64797363,1.658,57.416315
9,9.85E-10,19.15044556,1.658,11.11942646
8,1.39E-09,18.8897644,1.658,40.79042198
4,1.31E-09,18.88659058,1.658,16.94187401
6,7.66E-10,18.21022949,1.658,22.98852447
4,7.92E-10,18.91246948,1.658,37.91681053
3,7.62E-10,19.43297729,1.658,13.88259293
4,7.57E-10,18.22457275,1.658,48.66949562
1,7.68E-10,17.7696167,1.658,73.3859729
2,7.66E-10,18.2255188,1.658,45.42086609
1,8.15E-10,18.05599365,1.658,106.7613602
6,7.24E-10,18.26290283,1.658,138.9986325
2,7.80E-10,18.77669678,1.658,80.71419708
4,8.37E-10,18.80562744,1.658,30.08900648
5,7.02E-10,18.20818481,1.658,30.96820358
3,7.25E-10,18.34191284,1.658,17.23553063
5,8.60E-10,17.82564697,1.658,70.82944382
5,8.64E-10,17.75420532,1.658,69.39484589
3,9.10E-10,17.88439331,1.658,58.48453995
7,9.24E-10,18.20043335,1.658,62.57498749
4,8.45E-10,18.48067627,1.658,6.85
2,9.57E-10,19.3600708,1.658,45.42711731
7,1.18E-09,19.00582275,1.658,11.09717251
7,1.33E-09,19.2546936,1.658,23.86215683
1,1.58E-09,18.32793579,1.658,38.62969643
7,1.91E-09,18.08083496,1.658,17.05002068
5,1.66E-09,19.05217896,1.658,70.94586845
10,1.30E-09,19.95668945,1.658,10.2343899
5,1.79E-09,19.0284668,1.658,66.24461655
4,2.23E-09,18.79067383,1.658,79.36273087
4,1.77E-09,17.53826294,1.658,127.3445416
3,1.32E-09,17.4742981,1.658,149.5484445
3,1.06E-09,18.44594727,1.658,84.26096924
5,8.44E-10,18.48647461,1.658,68.36855896
1,8.25E-10,18.64434204,1.658,72.88791183
1,7.67E-10,18.39394531,1.658,75.82626343
7,7.40E-10,18.23409424,1.658,56.49228562
2,6.90E-10,18.08538208,1.658,30.96673256
5,6.71E-10,18.68374023,1.658,19.28431629
5,6.14E-10,18.23320923,1.658,16.89736485
4,5.57E-10,18.13469849,1.658,11.30684498
4,5.59E-10,17.55480347,1.658,15.08425358
3,6.01E-10,17.50576172,1.658,19.34887287
3,6.62E-10,17.99291382,1.658,11.98956608
4,5.94E-10,17.73613892,1.658,10.10104597
4,5.37E-10,18.04174194,1.658,19.8622942
1,5.90E-10,18.06304321,1.658,11.37342453
2,6.52E-10,17.97310791,1.658,21.9258165
1,6.13E-10,17.34484253,1.658,5.72
5,5.89E-10,17.16829834,1.658,9.493272915
2,6.04E-10,17.49022827,1.658,3.96
4,6.41E-10,18.12053833,1.658,7.32
10,7.43E-10,18.09890137,1.658,38.49083427
8,9.96E-10,18.29546509,1.658,84.38383117
6,9.48E-10,18.42662964,1.658,3.3
6,6.92E-10,18.18023071,1.658,5.39
5,7.68E-10,18.77288208,1.658,39.97343536
3,8.55E-10,17.62923584,1.658,53.10148727
6,8.38E-10,18.28215942,1.658,35.16017441
6,6.86E-10,18.08916626,1.658,96.20713256
2,7.46E-10,18.72878418,1.658,31.19608406
2,8.48E-10,18.19899902,1.658,56.91898819
5,7.60E-10,19.0034729,1.658,43.55735779
5,7.55E-10,18.82772217,1.658,100.4300024
3,7.40E-10,18.32164917,1.658,110.1904202
5,7.16E-10,17.93554077,1.658,20.18094063
11,7.73E-10,18.74202881,1.658,8.990335464
5,8.18E-10,18.53481445,1.658,17.31689335
7,7.79E-10,18.13399658,1.658,3.26
2,7.03E-10,18.58065186,1.658,5.05
6,8.46E-10,17.89669189,1.658,24.68429329
3,1.11E-09,18.89641724,1.658,22.211082
4,1.05E-09,19.94042358,1.658,7.77
2,1.12E-09,19.3494812,1.658,44.74623688
5,1.38E-09,19.80254517,1.658,52.08476074
6,1.54E-09,19.97271118,1.658,32.95714622
7,1.64E-09,19.48894653,1.658,55.69516663
3,2.14E-09,18.82769165,1.658,57.48473648
4,2.76E-09,19.23479614,1.658,133.3919238
5,2.22E-09,19.04699097,1.658,115.7846164
11,1.84E-09,19.00942383,1.658,130.0526239
3,2.70E-09,19.45189819,1.658,46.72598373
5,2.58E-09,18.97832642,1.658,77.07031723
1,2.35E-09,19.1135498,1.658,76.70320999
0,2.02E-09,19.11168823,1.658,99.0799997
